"21,9","17,5","28,8","0,0",1,"32,1","480,2",32781
"28,3","21,6","35,1","0,0",1,"31,6","799,9",36936
"21,6","16,4","28,1","0,0",0,"28,9","467,4",25127
"21,4","17,8","24,3","38,5",0,"31,9","456,4",22671
"20,4","14,9","25,9","0,0",0,"28,2","417,9",25627
"19,6","17,6","23,4","46,8",0,"28,2","385,7",22908
"15,7","14,7","17,2","0,5",0,"29,0","247,1",19704
"21,7","17,8","28,8","0,0",0,"32,0","469,1",29862
"21,4","17,5","25,8","0,0",1,"28,9","456,4",30759
"22,1","18,9","27,5","0,0",0,"31,5","487,1",23900
"21,9","17,8","30,0","1,8",1,"30,4","477,6",31540
